id,random1, random2, random3
1085,1484083568677404864,4412524043556261683,1288492424396050501
1086,3416237877375208686,6723271338516325041,5865453337891483246
1087,2454759463759791082,181747447559332279,4126539588526457022
1088,174663213016998580,7426266606140942747,3171706469380188254
1089,4341591156646822182,212284116955053806,542433303619709811
1090,6863107457791714222,5670675748771881113,4192123441352566161
1091,3080612068239799415,1589685442549013236,10580926059125335
1092,743616083271880552,2102207742436585233,6687601628997329465
1093,6027009523425522084,1830493236506821184,5632245797443748602
1094,1828700368345820747,3690231745318425103,1814281161426954929
1095,2213802613375528813,3240031890626016246,5692451069819732561
1096,5322539519899872725,2790631734667454110,5594682816509493491
1097,1488540861363110508,5393685552340980793,1550109641851535879
1098,7778461727396813125,4888785879388111195,8661019078283941721
1099,2577736491866220717,4361169300578805257,4325366363357539312
1100,5863713793876216708,3066312262788664119,5175506043591544535
1101,8252618897457692722,3253709183485451409,304023951450945390
1102,8132888786962646385,5081219499029919551,1702131189949483602
1103,6548702149419997375,6621349799002964179,5462095575154614820
1104,1890037657489363274,5303980977099683599,1375140288072191712
1105,7583417673474919041,8504981038245443250,1770167855019200385
1106,6925446078901749016,84849317730550684,2652937510797317927
1107,8550581758583590272,831649030018479431,8813529142297036428
1108,2759648477600455114,4289668941277540318,3607599756849200524
1109,7854991061341263204,4126870951243831546,2598807512662258836
1110,8075333191657584745,6179108410026782922,656312684256551789
1111,8577799101166577876,3742091727184601821,8859288632752220960
1112,1632177983891676387,652767425149515637,5239911147364366841
1113,6520154929958479371,3056071822508375569,2722844177900360087
1114,354137214457480604,8134916900174526057,6319606717225138931
1115,6079751215721900462,207856078689028318,1811683654126334564
1116,8315090973425105177,6981301413551030109,3299480398145272284
1117,1814818653468994114,1709498378064283372,5636358732613549349
1118,2538859153950080987,3170339608957181088,114494680900329115
1119,709312653852298056,8696492872191907963,4406938282773419337
1120,5431745219853331388,3673427585583251629,5383930545261181021
1121,8812207123416633861,1229599193311706016,7861569293109214638
1122,612689061432728231,5097508540411097915,3359438395632827990
1123,2291087207081992735,8247652996562482613,5234694803186005029
1124,5610284779894116500,3110996778655461710,5191322830801062286
1125,4896588779940494842,638410128619528778,7711384567363265206
1126,5587373805743250880,6768232679394406690,9146513648979223340
1127,3873405833849121270,2241687363453304119,5627336254947452413
1128,7606509873597580007,6110286686549877034,9035665494537413779
1129,7587885408414831565,3041688680197870225,5477945539254615457
1130,659237588075496035,4965169661165633643,3691852628008671410
1131,8243972990457585980,8536436811712330913,8226474100992325839
1132,7234177601429535391,1834760772610400835,7502606240943115389
1133,2460884016179035764,8499541188496926497,2820704408380826656
1134,8354902776094555740,4677370566900302116,1392935303839023966
1135,2838838603525727585,294583656503554378,3201817146193336745
1136,6142045471377957464,7760335225655224492,42725646267997153
1137,9128248551086318260,6064438457035237830,827557705799765368
1138,1293030373235880088,661848631546024,5370568698337054450
1139,4010953719987305269,7475564067345833646,4431804188774360657
1140,6430328481380515985,7059923914202492345,606503020833227428
1141,443163005299547300,4524447676773270089,2260133094268662569
1142,9097361292857765377,8855996578447840615,7528915332023908274
1143,9186477491488019054,605544366607496956,3766526005316081903
1144,4429375254547520971,6296987915822653470,7016877874174476487
1145,7210178242769885457,3302006471633169486,2949076161978832265
1146,2023576657650207087,6565058966074463176,8918636045934419806
1147,5813791655005954971,3627663352270335467,3426253637523977914
1148,1778317808535049098,3901500132509347211,20164374483809739
1149,3413029494033690227,1971329830317356918,6055769656969893739
1150,8056923029018399199,4861532597750356074,8583265405141476101
1151,5053078703219676427,8960594458686824504,350508576662458690
1152,1181392711461204417,2890339081188242435,6724605563451430403
1153,4459522422808228530,8376364292604233712,8873200805205499804
1154,5676867278123333000,3819955572957195369,7752473894717018058
1155,2023131382464478050,3502290910737636786,6367074530926778946
1156,3711137084703502993,2795269240906488264,2082976722264588497
1157,1327679385961261854,6879288867696964228,8831936731145257377
1158,6748833786235143472,2596404027113830057,5812482141291868488
1159,4340151156803444878,7726778650862407449,7051765899198257071
1160,8884285703828943340,4562594459902765823,6005974880349607703
1161,1442857269403193969,3706326823624353947,5086843573861655150
1162,4961252896035988898,9021629120273581225,1577020992968770308
1163,9195618878432998565,7570001806519404261,2364217130511617685
1164,6602922444202089668,5814618073973481731,3474069512006451634
1165,7070378210824574698,846582690085510047,2617684072346591129
1166,8209450489148422821,5531887763194894872,8253093942625313265
1167,6420297119158818750,6261110300178210728,3197553108402149455
1168,6737087836718341978,5432132672115180259,5848192362054048767
1169,7891559062946288576,6529730183583290510,8185689651996498986
1170,6120815503548001088,7041103475978086355,6327451727131172837
1171,8458537529495028763,5474053264896972828,2896590015540889864
1172,7994789263248786921,6517166960396790280,4928793582731155126
1173,5028007781660597026,6361609493593177285,3650456693636781174
1174,4910747116336958556,2076101076314759434,1147899510869573250
1175,3308475974047509721,2247710727761106306,3150477218899382609
1176,6860557697659984663,8586605976394395123,2616679548974416
1177,8948656592961570412,319330799297847374,8785219421309667459
1178,9030419376120411160,2058479152955898419,5691770508222757262
1179,4540713398340155021,5531969579441675992,7118510893262102241
1180,4701871520970207795,2268679657019317328,3473909360886114192
1181,4130857110556984294,3240033190891216914,1101394380130622362
1182,1755584603885371268,3162665885806117212,5168401080063601384
1183,2982604571845113824,4801681756621591865,788785974778815270
1184,3754701138582760863,6394945747363684410,6804198391503068187
1185,1947138867048809858,324218762267321793,1219515818650695674
1186,4776658876415422961,8751697408016321523,7643430127011212491
1187,5895462497649448317,2817079482335877201,1355330803681804824
1188,7553750029964702641,4472424786235870057,7845224837215638359
1189,9183312907596972742,6344924959690891516,4677333085424475354
1190,3709014326203389530,6216338401156694357,1809508664264696384
1191,4539511387998996005,3379694313325947647,6879147058978350387
1192,5105576697263021591,8855460943034767666,3978118159950043461
1193,3544506405562585664,8397742091441649547,362070462575328694
1194,1917190211234211189,6148900287047170684,7406136968472052276
1195,7304339153450781722,2977763258196071910,7376722016381387608
1196,1829139103976189187,4458843972759714939,8265245792813102143
1197,9189575927199203313,1989537925300348448,7197743298529690207
1198,8432373799921445448,7111862971009710112,9113044596225876477
1199,783331195646291866,2890286788246370836,3798577129458352495
1200,8989846709076220910,962052908573195485,2646449371399192274
1201,7639416471465023456,7982197478964287455,7504339428505522999
1202,7709764589026690321,2801755129950458686,869561445397116527
1203,2289263082560199637,3677060459068151571,4337827470588163225
1204,4853452335722004652,4010502030140308770,1237960918502944141
1205,3448972382371452323,2325682398588803890,7168523594728745666
1206,6138733144388351698,5517443664016255396,8823184376922746055
1207,5015448059846682218,1949758322044473833,4933563694453234387
1208,2996086174917903549,8925270487088671580,6652719133611189141
1209,554239935879573409,1868623450743080426,8777162707754958500
1210,3577734152330755515,7732108661112694129,3637146232588516876
1211,5983200063703439321,7613942893573011634,484735192621004799
1212,7913373447603148523,1060799661220195056,5046149464986853735
1213,2774805681034221588,843196469571154498,6028060168371072469
1214,6845015195309099010,9140718327054507065,1794556486839981195
1215,8325618584063598097,42092145631208207,5064231882047541206
1216,353517520989474603,1612303096489191513,5557538914048488306
1217,7063079294898265566,7876397923533839745,2728287564510701923
1218,1747484742917983165,172304231468043761,972458304399617899
1219,5234489622449470602,2496166657201447293,9100980680644261268
1220,9110243615148092197,3045262861810940349,8767840608617002113
1221,7629188327011061995,8811619193470299326,1687743315034240273
1222,8910824896990788354,8619408687327206506,2789885277054733703
1223,7059116784145303112,6277168725740587906,6018093281311009207
1224,4519510400721989612,3574748334114936522,8601838693257135068
1225,4120056162133676794,6902733876546312272,686448233159269018
1226,1027989019832651285,8960207665731190459,5179282383445456186
1227,600040580204503893,783999517695026481,6443459016551784393
1228,8546641265651461051,8616100920017951040,6504585782444007665
1229,6127281943539060648,8913042207017227647,9135944093565757928
1230,2396982375384310971,8958229438638565695,7319479078810530152
1231,1452564381681666755,1256605516823916172,5663899268636994788
1232,6414245564206071304,4795976011446278169,3580690889287104972
1233,4893605088010632618,1954639965828745087,3305647569560186057
1234,8752734121640584233,1138820054503288792,8936282303362408147
1235,2632242695884266382,6298334459722800329,1460716229650616046
1236,2828965675379601058,5503736120986570195,6213991453357485491
1237,305978947246284630,8262283783267682313,556768794861103526
1238,4331139051771415170,2820564915847579538,4923770029897942697
1239,902098384949265831,3656839694853641999,7583300293947269102
1240,5626620750831912670,8582666405453769840,7693269425121166397
1241,8573692076360153024,6194374472350126754,7093443597450398987
1242,7525283721902653524,8547732985877582298,5088377529091570639
1243,6975268570784352758,8042080048997379108,3310490157747592199
1244,4362080514489791262,1170701549682366894,8596020606418695017
1245,5086993573214673927,3896910782647324734,5654867511884110504
1246,8955983851066391427,3949736029850297136,298332986801491244
1247,2048668939572870019,5152827960140355103,2356430748125612650
1248,7201591580293285532,5194951082389078295,7675813813737906148
1249,3715027318192814754,7860579898191395801,6444406840580438898
1250,4591970157360721259,3530713445989042876,2423323125202959969
1251,2106761167580410681,6347143229453347673,6416047766747176141
1252,8323703650070098686,7061443446480348072,5476429235201403099
1253,4935859705953012121,6577187308761341408,7409725773671150109
1254,6889497428505830987,2839891696457399841,3740032156710680709
1255,6317736362196004439,8159817895414853805,2081161961116531033
1256,2651016651013603427,8630429325190003519,2286902869731051615
1257,1953531616366713759,1716775477001244619,2654933146450326653
1258,2843005718872495927,4663310890003593583,3677928816646676979
1259,5788393962548774058,2214105271667389603,7141369299855702085
1260,8019346939123581945,6391044510192834095,6510944243008875090
1261,8131137452488976687,5032359105472437070,955903955111952014
1262,4071361001229702250,3621705375951088798,1142069252168914578
1263,2534705760689165889,5524681808350093001,4687004900934243977
1264,7322300493675246022,3601747562441187922,554112321648695434
1265,8654293630392503907,6259285527351619301,2516228206614001980
1266,6136505094755605546,5063023563999176796,3313212425774663815
1267,6091264974648641934,4078615699759075202,2465444953856759705
1268,6376609299165575962,4774896553872333839,7142336811293901025
1269,729231180488848332,1490454149237825558,413875147704132816
1270,6610468357854379194,6600296918276419814,1096422078870983250
1271,4854235091512834716,1887630731592088114,3875508627156904727
1272,4425581504958525578,18264426858189996,2000064934616593414
1273,1337469652140793237,5867323182762734608,5602763692179891816
1274,3453407161695954004,1530460993468459232,8664061167233225381
1275,1093534029567066635,8751280923904462661,4614565559757392184
1276,602047482941006852,5962550479711393909,660118347703330244
1277,698478697868434732,7420106326864759545,5717113107981784939
1278,1915562518439590793,7092208067581874943,9087520658020046933
1279,5798188611394836463,1922185015492361721,6738642611552299987
1280,5535502222603890931,5364132113484340665,989474917634669978
1281,1594654473145279503,7627941437671156599,4656338927203483722
1282,6105829582351895148,2409925984899687141,7833240066069948765
1283,2959668131935616934,5967925820232590584,2955165708088767252
1284,7343426271174852405,8846782362116393746,5618766394380810324
1285,950578367901167068,2792521626744227944,218642643524202011
1286,1019620492869274901,1342725589227334021,773147184934547928
1287,2982168687321918434,8427788621506508160,4688411985642475672
1288,3189368768565717301,3647340937470362024,1364207787552602058
1289,4043456578354525956,315143082772701880,8225379197295840892
1290,2121410253273657585,8456567747024983535,2862855117299124215
1291,4137943054978775234,411197482568868980,5389219012144359444
1292,242034923319006834,1914217338931255686,4519743380134511656
1293,4213087383910453439,7347246865066991594,8808249296805548720
1294,5935069331228067763,856608530223819006,5591867223974872217
1295,8547153770559684060,36479326567759340,4448153533893611374
1296,8951792019293568082,7575934412978024099,7636272412062220706
1297,6304943204002750121,5948245844201662558,3028809749952497132
1298,683031516690539011,8702414024460694028,4902280402966090148
1299,4267144343701971970,4833230160128095678,7380851415534071671
1300,4943138330096608377,2079028948119621160,6449200360305747324
1301,3149721128415478173,996735192464497846,9118121149719332721
1302,3234329647820601087,2327141524233992363,3196907573445992472
1303,3785296541305135629,6711188193967895452,1237538321237561963
1304,2903524054426918256,4161479800046208346,5200197175895639719
1305,2093042712033666141,1097846582114539634,4086496629669501653
1306,4822966177181940585,7768288088359972671,7370512820488477155
1307,3780199191984723738,5985020368029962837,1110935162682949474
1308,4306461630597995295,5460197153454422769,6183077006141090178
1309,5589314847021559934,2460626895876824156,4876938170719665485
1310,5615617738477889530,8161964906000602831,5186716994924652873
1311,2307301747866838157,2478662692337239325,4734236857277295130
1312,5851245502518727578,5843290706158916210,9096933014964835260
1313,2555833884776942778,3128896330543026766,6961480044304846571
1314,36110161672924227,6371015080914451633,949624072623831362
1315,2680205364081854930,8085182365500755501,3397457965966797717
1316,3579166393509827308,5290525068811233934,1048521536010899781
1317,2275758162362767397,4712536786275164403,1172870201456028557
1318,1604671105138758709,2260754266350442556,382911862503986675
1319,5326278274815145450,7938400803639578869,277546962104885586
1320,2182226408702006020,5314566636551999826,8845201171679361521
1321,5851810584854110814,3463953762243377427,7815493733464615220
1322,5150422723392600327,2211960144823429355,8626937547604257246
1323,55220429361354062,3217312483192031599,7984164765905115732
1324,8323109966889141451,3168038356202894837,387082269058496213
1325,8984200546322295552,8093407117099626889,401808177414231528
1326,1677533939466999520,3253807530520867823,258688456996083438
1327,62847683570437676,8272344473133502360,5208251818853834632
1328,902000973158300117,6120508244427541942,2280171543962402567
1329,7229750077058799188,7978540245231893715,4592249339126508306
1330,5696561188600563901,2449875575579267212,6425751764476285321
1331,4345050712298055800,4692529107164604811,1144287878410041359
1332,6718563327207934333,4155309632395645637,7841412201196030252
1333,8514774778305882787,7444580280633287462,5500278254577552036
1334,1985911971419946486,501602610365418877,5298272256604441566
1335,6482785376323201094,9085721791012678377,7971214466153234436
1336,6926503546789755201,5991573173131206244,1195595515158328719
1337,6163537945163977504,5044431544799953644,7635515570993194611
1338,4135144789726653218,5595055254778845812,3935977680220705940
1339,5777608618447042336,585149038698526319,6830018019049511010
1340,8182250128883975615,4589811737106301412,6420833827622800268
1341,8700407997336526430,7294629609694917076,3778639879461184894
1342,1144619515001182856,3152971913501540841,8914132258174138523
1343,5232539369792213255,7485241647755048565,9160720874283208104
1344,5432477304510646873,3144028697519615613,2406241977312380817
1345,9000810945490527907,9096013575873576486,4416811880007078583
1346,4063336368998796860,8304760742031776793,2233060776748854996
1347,991892088855103299,628594430699667613,4964156310387142610
1348,6459745960105260901,5574472794310191473,1221607503477508150
1349,4697809542557592830,3475115219095622667,7118544115370245414
1350,8442315986712369208,5933235197161006679,3224492712200369464
1351,6276934564455096737,937217909692504472,8310324253528539697
1352,2224467174521284298,4936986186685994047,6380974686016235845
1353,5430393978462152134,2526052529685408972,8026322008127952704
1354,1245801982445903299,1517443079592981823,2147873534488948720
1355,6278091424651935994,2746405088737557235,1465377078315170845
1356,7163885858238081513,3191965262155617333,7756559042285388423
1357,6979631493577447645,2932626941158834004,2719788314967322270
1358,112542503104929291,8068292387651390922,6350506740531246925
1359,65135630152804959,2830601072330303466,7728245343487424242
1360,2993096226271329948,7180626057370414282,5961910901534847016
1361,5156374822015850558,6889755700461458619,679501124105977174
1362,8915105134624622766,4505380406383961789,7476004122071860081
1363,3386900922644840581,2042500713044588197,2762361250879174894
1364,4166091655920499272,6069686587751587952,4595614998828736147
1365,3061197827079310828,9104559880361468245,5551131791879963720
1366,9219615456636608697,1519477979620144933,5215805426196541791
1367,1528840709900752385,6891784903219627693,3932730318793395015
1368,5893221592850382024,2180427690116881671,6050454647540387801
1369,6958535902902642409,3357855202738140528,2674815585549287239
1370,1375246286929322188,4604014886796456422,4366824224822894162
1371,690763218747485486,1776328183335791738,924862651360166483
1372,313866991517683015,402370954811710335,6327647171518260884
1373,399699559532120407,6559354858439016264,7575389567178289937
1374,3391647324336187452,5995765559742686428,2482353534203279763
1375,8338847674603724239,4278318403481424757,4191335505093036885
1376,3397279696568562664,5049301838552745719,552907629478730709
1377,6614809559219422888,1449739377300874004,6637830001799326481
1378,6969809935231653525,8502174522428599310,4545776103514427855
1379,8430204695883035860,6699070016640596716,5835574281323305107
1380,3172945395387886808,6082063032091568215,5701216702447570609
1381,19296055761337730,1286086177875889501,3420028992707865779
1382,6584804017255786324,1622808807238599023,2457415973431453234
1383,2604011345128021158,5623940131029280796,3957163764219753267
1384,5681806615797970598,1901670187477719624,8546404946770895481
1385,9187367756372572922,4549303960234108807,4067391052911030621
1386,1875795955339115873,2346929001330063702,6830829513095829534
1387,8043525045943394790,7329105708423767107,8758151976530338965
1388,6539792395488563620,1134619937806940802,688343062433316746
1389,8450583064022075925,258596098713432256,9130422005963328886
1390,6393836318335659229,8994829316540856184,7996064795079980451
1391,5784061876905881521,3969295994046219190,878314734220271880
1392,105908631272257003,7801834899679951974,8758716907470259773
1393,4715073725382695506,6935981646920750137,6849974790773816353
1394,7117970184581677072,7986263208624898832,6752609323160375658
1395,1673213310857514820,3600916640587987426,8245637583159961908
1396,8641491541650177852,4668855011594952764,7779215967224941936
1397,6282081284225281383,8555051118461459530,1924283244670155229
1398,5313859315843818370,8145199335240583895,1597487000226350537
1399,7078193961319094222,8429584931586640371,5775609054857775175
1400,6236537319981764042,8464843504293703236,554039993132092477
1401,8916751714524874896,8348436261752877648,6986126743047920775
1402,1535053365663163854,3940817630173549568,5139982443672905726
1403,8942900486897991324,3151584533213735027,8864384460417364468
1404,7953301397947461355,7358462111871190720,4916484162105002974
1405,3041896699736014927,580146686836009387,3080094815028244351
1406,4529611006846362648,3936011704620019873,2032425764232634392
1407,2005737544748494375,1721587067912263735,8406695072972860493
1408,1940963656743253097,1127844653034378238,4597004269760659067
1409,6454435120256674980,7598947094695787813,4949228278371087034
1410,4834671599811160400,3296414135967959030,2289047584753621005
1411,1010078423705535403,325487625303835982,2920681531814725707
1412,640434404939979900,6174982757356084139,37074096393068711
1413,5475291718352742253,5393675461679761340,6833571995997726235
1414,263232907134300596,6866577381561586906,8807351575864318772
1415,3204728911598510545,8310289577141721631,8881096579882535773
1416,6973213939789267908,8548897684084927845,9215079358471812093
1417,7125537971834419143,1993708272078003552,4365006067394045667
1418,7183063505178320164,4832567104630490574,384751758874237770
1419,8812822203554495863,8232070090382133377,2441274324785938556
1420,69235233921765662,2509332753282113257,2399221126755101757
1421,1011540187037283603,8382500350131992562,8519129318592205229
1422,6163319266101502588,6156595415590759282,5746321481721747238
1423,3704866664446975954,7209248821827684480,3996233438231275649
1424,2793664080959243281,1078263460943334859,5746485699692511127
1425,2859448938916270778,1100385608338815418,5276612617833551416
1426,4331932255790595597,1981185112749900706,3114891447764909126
1427,5664956187694922771,2179704826651539929,9155013702933779171
1428,978636268201479326,8550686124392849299,6181096421890166606
1429,4979378801975808108,4764569114380839663,5087660580924880676
1430,5502107784130208414,5658666606997579368,4464992954771677647
1431,5662361991133432592,139239121677081075,9014451274484709524
1432,3932600401855169561,8910750559361166573,6727610899067671552
1433,1578590835749409392,3625959412813491483,7727726373312653734
1434,5833981750899306475,4442228045944925321,9083311544525559286
1435,9092429490434344959,602684432278170294,1966242859626727755
1436,8285472877428111471,416156796608167871,6468292578054845305
1437,5301771247939204262,3002872600742978023,2783719819066558421
1438,7231884596086676725,2721812006061886356,613453283795168986
1439,4363661712241110738,1033876434930624912,4275356268870136420
1440,28309942690457515,1861523048925185328,3866585338127195679
1441,1111664457657239119,8338336772654309621,7065654172140582050
1442,7510015176225209999,5980269322264534318,2297634177382649305
1443,2618881220136512946,4490852821102456550,5733112952633844218
1444,2528095483118650912,2973247802342990670,4003883369687568428
1445,7713422857541605114,2609260137612013904,7347564091647996362
1446,2998307571722814223,7108676340553178221,152104526718734716
1447,1203039867105801707,4774159829723941508,4828019226637732651
1448,6127860206186981963,5616582246175489872,2079415791383387219
1449,7241673391309722551,6058897942850596037,6573585934428566816
1450,5597826928369061424,1191445564131726228,5515878772335216348
1451,3403062855532479041,6328187332162319523,3128728057747804939
1452,5405966657322819771,132516811818903560,6264243181783327907
1453,2838921601679737419,319719930439136276,6717250768782511588
1454,4160209054084813046,2226390723966708420,7337848515395699778
1455,2318599969505159706,5150234113803615963,4603936837896850602
1456,1920167085813029907,7981008432231503057,890183738834867155
1457,4873064553646279687,2235898670991382982,269316701462399662
1458,5661983512114761941,2843173281506314659,5514691702425340438
1459,2250918938406633007,8961144566684464584,7293421630332605664
1460,4974035682945675104,7342406186296264603,5543168936797642114
1461,2175847786546138883,6918683171579981667,6527960731218157464
1462,7114992989739916751,7525457211672218821,5015115925126945609
1463,3842292117153543245,8794967130776294613,7709133143531703084
1464,5094844039999975762,4878703383630066931,441035005685468512
1465,5847871775862031993,2247589250070115611,1873755928267488877
1466,1360483136535599013,7418880035332305160,6979220835435278719
1467,4743223026698520724,5266668146851023707,4324743002844409996
1468,5595760728538143962,1747228422510999377,2396428427745150919
1469,5056426600750630044,5098573552165545873,4865389800183690507
1470,2566173375233621208,1254463978957143697,800715294046964759
1471,3155892657834646782,4151494552486097671,1318595146000145634
1472,6625478421426395301,4577231473475909479,6557367188176320318
1473,3790435582675638362,3910021802787499963,1919002036188491473
1474,3933194446841030669,8140353404618733356,1522781390134530004
1475,2939155172921599028,5748748564229159806,2987005494968631686
1476,976200203032403993,2059411258612934924,5347890303743375704
1477,5987699692880186719,4684743871688164791,9105525402537877939
1478,4110099660991536368,7413858413000331833,2239661260945093801
1479,5038286951110269319,7195787777622983064,4229249167588312333
1480,1905322686340484190,7483707330233855644,3594869749097501540
1481,7232499344702492203,5912202930710054596,8325076162455300126
1482,8769437838134587814,797110394843916005,317020544255263715
1483,2170823589790294264,2535693411398523799,2166501869765482346
1484,4345304393509690307,2166457768423504096,5790905946379567076
1485,8190535239618674488,819984852781307522,248015709002966058
1486,562994361668323872,1249199090599141027,1458487478102994135
1487,8305757228224768296,4018013598020029405,3868220270445994776
1488,3986061699910538491,867716691203126857,3813382459351054949
1489,2755980821736901648,1851549260709042921,8927959460353884566
1490,1221999065039876456,4623677031536144554,1924603274534705336
1491,7205696875317082868,525135385222974684,8463002842554083639
1492,5874136488359199966,5804711436070596041,7112379270368565220
1493,8125040533046959705,2248031286575248864,6208027613302796043
1494,6427545243112237482,101561720128544234,7415722543877406542
1495,3286561566783937915,1843707494302148598,7780662025993099616
1496,2721856774612888212,3729797250629674992,1795428192995167021
1497,2445722565003840488,4728669261708709432,6689668230219788072
1498,1062352555077111782,22979528647958846,2344823855793392419
1499,9212647049320049173,2956229571235519555,6827227187272883505
1500,6301143840529857340,6492244083531623163,4174778036395227749
1501,4755197005501829667,4485021501983437519,2833507475759625333
1502,2728479470506115823,3181774958653102876,9102691357281434967
1503,7003845707171456358,346867821057952265,4092496898837824544
1504,227591528086096994,7401020831715490401,1145014751292151024
1505,4116257442684578619,6602533773330400568,4239322571974569173
1506,771254534037802489,4506972313709689482,6082657272010402055
1507,1042007088612690211,6444337155502162901,3324564531931626501
1508,2239673075962663572,4240984862919746690,6714224196530252966
1509,4416437193453263943,1286157813225964594,3433708883617855246
1510,4461799250396778222,3138844471316597268,4749730102684185501
1511,8771655248982500766,4279802844866070186,2338714845678485842
1512,5871681147963597348,5877837451129572981,4246222680063558942
1513,1983164715768120941,7379782801089145933,6951048308747950268
1514,5833963392338771557,7437983045677916141,8316769833753434433
1515,1019411104250865116,6770130774770415619,3104962183640736543
1516,9198880722035735057,6199138692891906220,4675294430443895743
1517,4654862587302210848,7112365852236383436,3367656414058325920
1518,861045413155020029,7772621391678893340,1630420762480145289
1519,5789358580697378853,8458427555782063023,8644768912189471496
1520,7222159527596168457,7942334495032133317,9179162754976829426
1521,5285088743894395502,5161425978598182992,1156864642487832556
1522,8535941296945288790,845031536051050631,7109044827320328959
1523,365308354726004106,8110669106886818387,1860174161517608244
1524,5111501957451186809,3256835380885396660,707686036540394510
1525,5358055434429271315,1339870037614251691,7993657234454154850
1526,3224819989584669996,3051004821932013990,5609874792493902403
1527,3103330022489501617,3454544209424905485,2021039685739950417
1528,1310528079661675042,5360754844741247176,4427958147509728443
1529,443196031213982480,8060435248604207719,1441490080279211197
1530,3019942559357248188,6021549839319907968,2243051863439459908
1531,7036376047572401453,4270486100079584920,1012486169446964755
1532,8346785565874916077,2133606534136791682,6084520522574097608
1533,2676075999984096733,6557962718485334998,6008984522075515130
1534,5383329824747074702,5595145439993785316,1780360058163793765
1535,5871770527102141699,7298459385119142441,8094783573973651861
1536,8418592223156601036,5092387492721682522,937171995674619131
1537,1914066267338760301,530293007284481249,7880823501910976716
1538,2368820655776346070,4084441342450771517,6399476625896024093
1539,6633248888902060157,7111334457880923812,9193588115361732325
1540,6525282871108188215,8490905370977552295,6224096730274352100
1541,5314604061644705845,6551583118088720222,8237949875339795514
1542,1202240719759292495,1016851562650337536,9157075696722974694
1543,3898190583709473793,6778023282711290362,2254043299084137663
1544,2007946051608513275,1081054054224948815,6051071797016831552
1545,5601793391333845442,7361301790747018854,7695488775240154357
1546,3087419002983691368,2476233595101125819,2856410208307551689
1547,5548884593962681866,5984677050588356217,6011287187443101994
1548,3592697297729072347,6491432660128951186,1639053378372148674
1549,2684452559767368328,2410443056390207939,1948404318069395498
1550,938725645251843835,2669833454751150444,4881117072204851161
1551,1615005971825248819,247005684947375791,8398924675947604253
1552,3565999355356573047,9155879692173036646,1406076025399780842
1553,6368059947258140890,8914942518925307187,7385070178174172894
1554,1535187379303448721,2399845000028897695,1669545617878982266
1555,5685638982222497766,3351956621880171172,3308202148887815731
1556,7823903370817675161,4713778677389598284,5094883160183884930
1557,2680885680696745128,7689216468714662521,2272215591586632061
1558,5101861215933335600,5447369929929829986,3846071129651238574
1559,8232326704177055208,1429718446273346573,5611870567246120893
1560,8371120762516400022,2661194364238554945,5393301145698209093
1561,9138307053026783083,827407352508495681,2046696232902149825
1562,672799184433935974,4329575871611501898,1381449872602788470
1563,1687329906203919425,2940950097256864888,701160117705504023
1564,7246211741857552653,5224625919187706023,5888102333276960362
1565,6941045478502410327,7244122528108195065,2428056700711323996
1566,2259531000676149785,147594703740294136,8711719534535229276
1567,5325430437381600380,7701062748493463515,7017335414280086933
1568,2080934586111317144,5568156788707510091,4228835354173484716
1569,4014805175530457801,6516178422232175158,769632074726056491
1570,2993075846197792293,4657986525943631174,1482366147862720635
1571,5298090418212496136,7440562054689623476,5283505009951829994
1572,7360082714442905469,1202660718602948685,4268680762815365640
1573,1401608495971678158,5131963265290813196,3685663037825700711
1574,2182239117802365127,3983945328367177531,4421848674974273246
1575,68497160310784455,3988033854336174986,1210360942480078933
1576,1870612620295997577,3956523361155649390,5803993934494981014
1577,8501922603526329764,4670294320025204200,3374906881852705008
1578,7027204894382782132,752986346402428792,2920705274816331660
1579,5030528690233086029,2672372663832355866,1159256169818261306
1580,1289712610872689347,3682164294407464763,5791604483963711361
1581,3375550873205557583,5570067380478472513,7092800358125283584
1582,1960399281119099073,5900829258162283142,7679198671562065137
1583,1346282421064094750,706760456703526784,1960050574585508717
1584,1704209042483710257,2899337870417783343,5672992192882292437
1585,6738278189112871561,68859750918201599,3501337264030333825
1586,3058844069961697184,2298802216032124566,4744792563792646830
1587,1645723154735138164,8444997123780677377,5452246548325428457
1588,1346466967016135811,1204381430995856928,3537343958168932331
1589,7681006066791752790,4321660767984945535,9061143058615083845
1590,7154126639474040705,4591418237807417652,2841116283714935410
1591,5062140666836234042,6032252833896933449,5395174847635052823
1592,3342440865438275765,6617526842357288748,2087459170878077610
1593,5789636956490248464,7871571324029637532,5862044784566937555
1594,5978105008641042690,7399461482210345434,2394943218927958670
1595,3205523152218431380,8664733199926771146,1154169145824449317
1596,1860647161341229658,4618089605143848143,8503456753535233908
1597,6426695744876991355,52202780823284694,1574852771239927490
1598,6716531306553261069,2599194510501147015,8062990173451595413
1599,7475270050756446824,820823512964661234,1774349630949912459
1600,7373392827167128258,7536979800753278419,4562170817488569685
1601,6892159460812970869,2752149607938707126,5863017799836130188
1602,7231771730227647520,6606345996194603557,8199719308827241696
1603,5474593426723059729,7829386502879967088,5562673768502113162
1604,1719094144110203582,42040925656234021,7244398560362833802
1605,6904622310129886959,3877887311000729949,8110972199188449585
1606,2413305959740800506,3069859139243426393,3651019437615318166
1607,5481425677915804056,4015817670860903066,5389235956730762018
